,Tic,Date,Elapsed_Days,Type,Negative,Positive,Uncertainty,Litigious,Constraining,Superfluous,Interesting,Modal,Positiv,Negativ,Pstv,Ngtv,Strong,Weak,Active,Passive,EMOT,Virtue,Vice,Ovrst,Undrst,Role,Need,Goal,Try,Means,Persist,Complet,Fail,Think,Know,Causal,Ought,Perceiv,Compare,EVAL,Solve,ABS
17,ABT,2015-08-04,271.0,10Q,-16.857142857142858,-6.2631578947368425,-2.033333333333333,-66.0,-28.916666666666664,-1.0,-0.6,-6.724137931034482,-15.563061071321092,-6.947826149421865,-16.471409898081266,-5.751098850184028,-9.981290601942213,-7.516356483425017,-11.150483517894457,-9.052183254222042,-4.998746867218045,-10.623890104988634,-8.170673553661938,-10.84413875177939,-1.5571865451375244,-23.923615488003506,-9.575878442962964,-2.756815704418062,-14.804007929610744,-5.98878736882803,-6.9043478275569,-4.68412088054896,-284.28571432,-1.0,-16.387550254690105,-9.205816466552317,-1.0,-4.93363804684944,-11.746987951096528,-11.775379853644198,-7.268807408228448,-12.78065778019821
18,ABT,2015-11-05,93.0,10Q,-0.04761904761904756,0.0,0.1499999999999999,0.11111111111111116,-0.08333333333333326,0.0,0.0,-0.03448275862068961,0.024862789046042666,0.059789266123836726,0.025884043576617333,0.05738761227798228,0.03307799096903252,-0.03501225436077682,0.043627249401512525,0.019933554818335364,0.03759398496240607,0.010031032259297024,-0.06258692627780427,-0.00417651557489318,0.10627238686880491,-0.05040957824198322,0.0,-0.010905124975115532,0.11194029847404763,0.02814101098987898,-0.2608695652400759,0.04615384616804741,0.0,0.0,0.0006243917303196955,0.060522695894302814,0.0,0.009731232619191399,0.04819277103382191,-0.037870590777938196,0.02178837607715145,-0.08143235376684343
19,ABT,2016-05-04,181.0,10Q,0.19047619047619047,0.3157894736842105,-0.7166666666666666,0.0,0.16666666666666663,0.0,0.5,0.2068965517241379,-0.05587841769485413,-0.09863434515579883,0.004414513448355306,-0.06059786666108846,0.05140874197207923,0.08633021558977294,0.07556172842985853,-0.15388704319754876,-0.2681704260150375,-0.02189949923646961,0.43184979131684975,-0.14791533968874448,-0.49359549638095246,0.21564097194772702,-1.1037037037037036,-0.02181025125884639,-0.28731343307841395,-0.08786692721273814,-0.4630434783011341,0.38681318661132713,0.0,0.0,0.05967797257747176,-0.2998624482751183,0.0,0.11816496737417426,-0.3333333332369478,-0.20004196903700122,0.00805824046172754,0.011518928054149002
20,ABT,2016-08-03,91.0,10Q,0.11904761904761907,0.02631578947368418,0.1333333333333333,0.0,0.16666666666666674,0.0,0.09999999999999998,0.10344827586206906,0.031232535058681954,0.09917984151915771,0.03463344048721462,0.10474749449875687,0.12022488562519051,0.1356724855167144,0.11903277587870131,0.14046511639284853,0.06766917293233088,0.060335910305010065,0.08344923503707236,0.035131867393796035,0.05666939502515289,0.0,0.059259259259259345,0.09814612870188577,0.1194029853673425,0.1293832039347108,0.0,0.0461538461680473,1.0,0.0,0.11202974868158078,0.05364511691294138,0.0,0.18164967607723836,0.14457831324604442,0.03282117857322475,0.09732141343512168,0.30607332914088703
21,ABT,2016-11-03,92.0,10Q,0.2857142857142856,0.05263157894736836,-0.04999999999999993,0.4444444444444444,0.16666666666666652,0.0,0.0,-0.034482758620689724,0.11767909118266617,0.19029207976532225,0.11203952521632887,0.1707993418151097,0.00952511883795526,0.13269644362190247,0.040005963496358765,0.17063122924495056,0.0,0.0761160713939868,0.03576395757499817,0.028916229217896494,0.03604260358642575,0.015402926402663386,0.0,0.06543075246792385,0.0298507459612386,0.02054948232323306,0.0,0.0461538461680473,0.0,0.0,-0.007631454156076689,0.13204951855493263,0.0,-0.058387395715148394,0.11244979922349652,0.07574118155587606,0.0413979145465877,-0.05784505116050109
22,ABT,2017-05-03,181.0,10Q,-0.45238095238095233,0.026315789473684292,0.16666666666666663,-0.5,-0.33333333333333326,0.0,0.0,0.0,-0.12451456695756846,-0.19946503085633238,-0.1710315239102388,-0.1528322728752325,-0.0808987468702893,-0.13569749413973375,-0.05658733804345406,-0.15229235881208214,-0.22556390977443608,-0.16444904172396657,-0.12368368746541258,0.08144907557079684,0.12416209832746428,-0.0024504654485382193,0.23703703703703694,0.23118865915620246,0.23507462679550017,-0.0007479338703886285,0.44565217386483935,-0.21538461514319518,-2.0,0.0,-0.002344937896767041,-0.11004126568252648,1.0,0.08943466139409284,-0.08032128520094839,0.0829546274760482,-0.1956111986077339,-0.11667959252244264
23,ACET,2014-11-07,,10Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,ACET,2016-02-05,455.0,10Q,0.18018018018018012,0.21505376344086014,-0.03821656050955413,0.3132530120481928,0.43835616438356173,0.0,0.0,0.21238938053097345,0.28414519899617285,0.24194900896817018,0.27984473827255263,0.2486798675823192,0.2801659565158612,0.33141940741028797,0.22072952469176255,0.19074763190956423,-0.07162041185189594,0.3486401983935702,0.1567089487759441,0.34014699658782965,0.2038275807820603,0.31350849798356983,-0.2904636923884515,0.44891640848929826,0.2554707192661477,0.3364708884571438,0.3984063745658005,0.34944985208683343,0.2857142857142857,0.0,0.2036938174298092,0.22631804544282275,0.75,0.2935545916792154,0.3083003950319486,0.3058872535783196,0.13651102187675757,0.2480233880600593
25,ACET,2016-05-06,91.0,10Q,-0.054054054054053946,0.15053763440860213,0.02547770700636942,0.07228915662650592,0.02739726027397249,0.0,1.8461538461538463,0.1415929203539822,0.016861826699471893,0.05802230401685693,0.020701552618827,0.06964009608171917,0.10274454915168862,0.004828938065142285,0.1307945920673098,0.05294244310177432,-0.021486123544825597,0.03485445380182406,0.1798312804863127,-0.012873685291170722,-0.004138155557884771,-0.048430533831217426,0.10411198635170593,-0.018575851390888465,-0.17523350289381423,0.10573073072354244,0.10756972111125207,-0.03787558186505391,0.0,0.0,0.10924245583132619,0.07029575660763976,0.0,0.08128926246968105,-0.011857707747504165,-0.011663426825622492,0.03914478173707381,-0.10341933428002337
26,ACET,2016-11-03,181.0,10Q,-0.09009009009009017,-0.21505376344086014,0.0,-0.02409638554216864,-0.1095890410958904,0.0,-1.7230769230769232,-0.15929203539823,-0.16853462699471045,-0.17580468558275852,-0.18621128731296266,-0.21934892221358782,-0.22855646885105396,-0.2378077935554892,-0.23676570004918995,-0.16200149315276358,-0.18084153979980588,-0.17237111911103054,-0.25834916358804594,-0.1667397686679839,-0.2255865438398994,-0.1053250955937266,-0.3902012251968504,-0.4582043341847425,-0.00937663653217824,-0.22093154789713254,0.0,-0.3525179856792823,-0.04761904761904767,0.0,-0.12096829156312494,-0.20060008573341104,-0.75,-0.0046354689293730544,-0.1620553361328877,-0.2536795334572912,-0.15478974097039266,-0.19413552555900737
27,ACET,2017-02-03,92.0,10Q,0.3423423423423423,0.32258064516129037,0.06369426751592355,0.21686746987951822,0.0,0.0,0.7076923076923077,0.10619469026548678,0.3403604124909002,0.4853599533958798,0.2632319665627638,0.590886367311338,0.25272559909907755,0.405428993303905,0.2214428319663363,0.5084888704594734,0.7896150405946353,0.20975283409411005,0.32677655874370837,0.41405318940999314,0.23927022624775596,0.2286645393577298,0.5039370078740157,0.3962848297961258,0.13127290920010104,0.33753632206204687,-0.17928286851875352,0.582099026577269,0.523809523809524,0.0,0.20687790729853184,0.15087869689330058,0.5,0.05330788879399395,0.1561264826148666,0.3706104364816304,0.2068978115828608,0.3478169025924249
28,ACET,2017-05-05,91.0,10Q,0.12612612612612617,-0.10752688172043023,0.02547770700636942,0.0,0.027397260273972712,0.0,1.9692307692307693,0.08849557522123885,0.017199732366950604,-0.04639853474998201,0.03146718148723027,-0.04734599556529773,0.06318839795647802,0.05059251706083012,0.1195521480446371,-0.045659135546350704,0.13965980304136694,0.0108927641675991,-0.1970708988444354,-0.05028911084550902,0.04624716665804218,-0.031230905003734044,0.257217847769029,-0.03715170278177693,0.04500785445429778,-0.042797934779883695,0.023904382469167262,-0.01269572587206258,0.23809523809523792,0.0,-0.06027128012284999,-0.01971710237530111,0.0,-0.02966699914546367,-0.04743083027855444,0.014773674018000005,0.06492272842213298,-0.1087953746470558
29,ACU,2010-05-10,,10Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,ACU,2010-08-12,94.0,10Q,0.9090909090909092,0.42105263157894735,0.14634146341463405,0.0,0.0,0.0,-3.0,0.0,0.03557436842469108,0.37946366275360666,0.03053374175663237,0.414333609210235,-0.037476438758077046,0.3090896383857016,-0.03553040572440058,0.05462622058954292,-0.07476635514018692,0.0035432660159345764,0.11895910780669161,-0.09810091522443976,0.3065663439377493,0.1599591593325288,0.12430939227206128,0.1518987341849063,0.0,0.13720080336927132,0.0,0.26229508196721296,0.0,0.0,0.007818526318395969,0.1318681318652336,0.0,0.0,0.35087719296583564,0.02739726027397249,0.03411767891510242,0.41561129413095754
31,ACU,2010-11-12,92.0,10Q,-0.36363636363636376,-0.10526315789473673,0.04878048780487809,0.125,0.0,0.0,0.25,0.0,0.03977724735479593,-0.11962914973564764,0.019357993075181712,-0.13062219717440215,-0.011740748710727944,-0.06553482808360789,-0.059265881898239,0.1975648313142675,0.0,0.04828568437175307,-0.14869888475836446,0.23702398412425218,0.029085431323461752,0.022462350037752987,-0.04143646409068702,-0.02531645574811736,-0.19310344804813329,0.07416259649742984,0.0,-0.13114754098360648,-1.0,0.0,0.03365365758118477,-0.027472527427967464,0.0,0.0,-0.21052631590581727,-0.056099152328767055,0.07771249093799482,0.06847626167377652
32,ACU,2011-05-12,181.0,10Q,-0.5454545454545454,-0.6315789473684211,0.14634146341463417,-0.25,1.0,0.0,3.75,0.0,0.14737094912547744,-0.09251320899108806,0.1456439526559018,-0.10101449899772774,0.2672898934068131,-0.20442953996208646,0.3611368049576782,-0.30317552427196315,-0.3738317757009346,-0.06357036166369245,-0.2230483271375463,-0.16669641107715227,0.21969455558102857,0.2293882416962283,-0.26519337018039735,0.0,0.0,-0.1314620310430128,0.5,0.0,1.0,0.0,-0.006322808353248277,-0.07142857147095771,0.0,0.0,0.631578947401662,-0.2224396608219179,-0.15504589652438394,-0.4671099703280791
33,ACU,2011-08-05,85.0,10Q,0.18181818181818177,0.6315789473684211,0.09756097560975618,0.0,-1.0,0.0,-3.75,0.0,-0.005523783815963745,0.15312531144342545,-0.040871309291165114,0.16719641214497982,-0.08721699379518322,0.06455669670657904,-0.2143716358217691,0.06919321238257958,0.09345794392523366,0.058707055504628514,0.14869888475836424,0.1406025447727831,-0.020858077739671188,0.14974899987731405,0.058011049726961805,0.17721518993302365,0.19310344804813329,0.22513645338615362,-1.0,0.39344262295081966,0.0,0.0,0.20790481779641445,0.0,0.0,0.0,-0.6666666666666665,0.22831050246575346,0.03184316707840951,0.44226610346988016
34,ACU,2011-11-07,94.0,10Q,0.18181818181818177,0.10526315789473673,0.0,0.0,0.16666666666666663,0.0,-0.5,0.0,0.040978069978304,-0.0837404045565544,0.020954528672947337,-0.0914355377399374,0.017135147507987947,-0.17606371829067002,0.0373748804229741,-0.04096966544215719,0.0,0.03890645073150312,-0.12391573724907068,0.026037508291256062,0.006083605885731869,0.0,0.0,-0.07594936709245315,0.0,0.05032461906885444,0.0,-0.1311475409836067,0.0,0.0,0.0,0.0,0.0,0.0,0.035087719265004536,0.0,0.03411767891510242,0.05093275642996464
35,ACU,2012-05-14,189.0,10Q,-0.2727272727272726,-0.42105263157894735,-0.04878048780487809,-0.125,0.33333333333333337,0.0,3.25,-0.18181818181818177,0.06897224604916441,-0.38927325311978545,0.10846463182979715,-0.4250446294744651,-0.06480833176701273,0.04115140104627324,-0.020079463870644965,0.2653923887283709,0.2429906542056074,-0.017438427137370538,0.034696406394051915,-0.1327912922854062,-0.10515947733926823,0.03743724968854911,0.09116022099951171,-0.17721518993302365,-0.19310344804813329,-0.28936655928834365,0.0,-0.524590163934426,0.0,0.0,-0.13984964342711348,-0.03296703296630843,0.0,0.7279620854873736,-0.45614035076084936,-0.036529680547945365,0.1944707698160837,-0.5364917030384861
36,ACU,2012-08-14,92.0,10Q,1.5454545454545454,-0.10526315789473684,0.19512195121951215,0.0,0.16666666666666674,0.0,-3.25,-0.18181818181818177,0.12015730769685384,0.5609012065336944,0.07593522049213952,0.5497452870135323,0.15973463100156082,0.5824774680116339,-0.0482758872997715,0.022305706558642502,0.18691588785046742,0.04974467656963044,1.5910780664684019,0.3784117871662557,0.3566731360646783,1.1979920023878634,-0.1657458563627483,0.07594936709245315,0.7724137927718431,0.25325643795963226,0.5,0.1311475409836066,16.6,0.0,0.2101483949684937,0.0714285714709576,0.0,-0.6369668247218311,0.315789473700831,0.027397260273972712,-0.011372559729348142,0.5395476684365081
37,ACU,2013-05-10,269.0,10Q,-1.272727272727273,-0.21052631578947367,-0.3902439024390244,0.375,-0.33333333333333337,0.0,3.75,0.0,-0.38021044409762883,-0.3357591468156159,-0.3211032059656235,-0.36661296661702836,-0.27190185034419645,-0.5434220638631977,-0.0338916432222518,-0.11107331501664974,-0.26168224299065423,-0.16569979508921184,-0.8401486988847586,-0.2765761992983984,-0.3405081255974233,-1.1231175018876478,0.0,-0.25316455687357786,-1.0620689651336979,-0.3113946163497153,-0.5,-0.3934426229508198,-1.6000000000000014,0.0,-0.2969000459213581,-0.18681318685303705,0.0,0.5459715639562884,-0.14035087737580787,-0.17351598136986301,-0.14784327525328678,-0.5093275661332269
38,ACU,2013-08-13,95.0,10Q,0.18181818181818188,0.0,0.04878048780487809,0.125,0.0,0.0,-3.0,0.0,0.0027018507137631653,0.16173861021750147,0.020355827781876168,0.1766012103340131,-0.03504092352437871,0.17215119102191778,-0.16004457752183543,0.14931166942933005,0.01869158878504673,-0.0034737902803589904,-0.252788103643123,-0.046288903513177604,-0.08343231241875027,-0.11231175018876471,0.12430939227206128,-0.05063291149623472,0.0,0.20394714032820205,0.0,0.0,1.0,0.0,0.05982872488791657,0.10989010984373859,0.0,0.0,0.14035087737580787,-0.013698630136986356,-0.04549023850797951,0.5220607552916509
39,ACU,2013-11-08,87.0,10Q,0.09090909090909083,0.0,0.14634146341463417,-0.125,0.0,0.0,-0.25,0.18181818181818177,0.15460590502233185,-0.0717774897839667,0.08820858733419046,-0.0783733182419426,0.17026306421828818,-0.12575979861137043,0.1939386655418046,-0.14602008948473622,0.09345794392523366,0.07086532119408662,0.2761550716728627,0.1469672689060345,0.2106665889668491,0.22462350037752965,0.0,0.22784810127735944,0.4827586204099882,0.07809775455503354,1.0,0.0,2.0,0.0,-0.003279074639072288,0.15384615388672873,0.0,-0.7279620854873736,0.0,0.10502283068493146,0.0,0.08886553323644475
40,ACU,2014-05-02,175.0,10Q,-0.5454545454545453,-0.21052631578947367,-0.19512195121951226,0.25,0.33333333333333337,0.0,4.5,0.0,-0.024842016715673876,-0.22071578108569712,0.034026163313880975,-0.20964862629719683,-0.048349662366711565,-0.10899182577618982,0.11548148660830648,0.01400672287791993,-0.09345794392523366,-0.03126411223143266,-0.6319702602230484,-0.14754588031711802,-0.23986789838641498,-0.9733685016733991,0.0,-0.07594936709245315,-0.6758620690374317,-0.2532785101786128,0.0,0.14754098360655743,-11.0,0.0,-0.0969340393462661,-0.06593406593261686,0.0,0.7677725120324881,0.28070175443582635,0.0045662104109590596,-0.12794129593163406,-0.5695979945447923
41,ACU,2014-08-14,104.0,10Q,0.0,1.0526315789473686,0.19512195121951226,0.75,0.33333333333333326,0.0,-4.75,-0.18181818181818177,0.2850152353787996,0.1674808096873287,0.3118832133495266,0.15152174881008484,0.3304966113134372,0.00628799010663228,0.18062343093027056,0.15533456094966314,0.0,0.33355334002385495,0.14869888475836435,0.12900401832057196,0.979760816637249,0.5343316600366195,-0.12430939227206128,0.02531645574811736,0.19310344862744355,0.5013921252477009,0.5,0.2622950819672132,2.0,0.0,0.28723017580999166,-0.005494505538340855,0.0,1.395260664010041,-0.14035087737580798,0.02283104986301354,0.3855297717406574,0.6049113728170395
42,ACU,2014-11-14,92.0,10Q,0.2727272727272726,-0.21052631578947367,0.0,-0.125,0.0,0.0,-0.25,0.0,0.07385058781531817,0.1674808094002187,0.014368819709345892,0.1828710757933687,0.01741620048210013,0.08314120049955398,-0.0057397138942274495,0.05462622058954292,0.09345794392523366,-0.00416854851150994,0.22304832713754652,0.057861129651846976,0.016686462629756704,-0.22462350037752976,0.12430939227206128,0.10126582284057051,0.0,0.03972996238095883,-0.5,0.0,-1.0,0.0,-0.06282016081821151,0.10989010997560711,0.0,0.0,0.14035087737580798,0.05022831068493161,0.07960791742308193,0.10695878893076105
43,ACU,2015-05-13,180.0,10Q,-0.2727272727272726,-0.6315789473684211,-0.24390243902439035,-0.125,0.0,0.0,5.75,0.18181818181818177,-0.24932078481784403,-0.36606519789822967,-0.2979534409714757,-0.3997039230339081,-0.20810289147659677,0.07825054126689357,-0.060467217342122126,-0.16569953615245492,-0.09345794392523366,-0.1470802792798629,-0.33457249070631967,-0.06654029908226566,-0.4693067586330273,-0.009359312478293247,-0.12430939227206128,-0.2531645570254768,0.0,-0.3663102531524408,-1.0,-0.5245901639344264,-9.0,0.0,-0.12339674446434445,0.1538461537548601,0.0,0.0,-0.035087719265004536,-0.059360730410958795,-0.3070591102359218,-0.6312266304790259
44,ACU,2015-08-14,93.0,10Q,0.2727272727272726,0.0,0.14634146341463417,0.0,0.0,0.0,-5.5,0.0,0.06094174505391026,0.16126009381034812,0.0977878004178756,0.17607872175472916,-0.0772985543138115,0.15258855585191422,-0.22278098392895174,0.1802665279454918,0.16822429906542058,0.04376975718236542,0.21561338289962806,0.10443933869698285,0.014600654709782779,0.0842338126415737,0.15745856354461085,0.22784810127735944,-0.19310344862744355,0.10117897091648198,0.5,0.3934426229508198,0.0,0.0,0.22959273075898845,0.28021977981801727,0.0,0.0,-0.07017543884579869,0.1415525112328767,0.04435298258963327,0.4023687769987345
45,ACU,2015-11-12,90.0,10Q,0.18181818181818188,-0.10526315789473684,0.7317073170731707,0.125,0.0,0.0,0.75,1.4545454545454546,0.053541676030562924,0.2118632238209348,0.05442190444379236,0.23133191080180537,0.13748009391350913,0.17704185025457808,0.13061185914669637,0.6017988636768854,-0.09345794392523366,0.1314482233100458,-0.3048327137546467,0.24099160463368174,0.10904139720892281,0.1796988003020238,0.09116022099951171,0.24050632907546854,0.48275862098929845,0.1507752072357389,1.2999999999999998,0.07103825154098353,0.0,0.0,0.1918258482127535,0.5769230769103975,1.0,0.03981042654511446,0.5614035088716529,0.2146118723287671,0.701497386647548,0.18290518871951877
46,ACU,2016-05-13,183.0,10Q,-0.5454545454545454,0.21052631578947367,-0.6829268292682926,-1.125,-0.5,0.0,5.5,-0.9090909090909092,-0.1948334608924649,-0.3237164789256892,-0.2422742648073063,-0.2907650106776075,-0.10992209539836573,-0.32082722019195886,0.057421407199665486,-0.8166619978136669,0.1869158878504673,-0.2237815680982651,0.08178438661710041,-0.2820467058278995,-0.6325317541654554,-0.3396579597468644,0.0,-0.4430379746047106,-0.2896551723618549,-0.3660453868425143,-1.7999999999999998,-0.21857923514754096,0.0,0.0,-0.45167287701092784,-0.9890109885936484,-1.0,-1.141232227838936,-0.8070175437266853,-0.296803653150685,-0.6793208953527317,-0.6068354992919408
47,ACU,2016-08-15,94.0,10Q,-0.09090909090909094,0.42105263157894735,-0.19512195121951226,0.0,0.0,0.0,-6.5,0.18181818181818188,0.043679920692067276,0.02296879673086938,0.041310356454823505,0.025079461837421713,-0.0384407538351651,-0.177461049164642,-0.2395234049533138,-0.11562550042995345,-0.26168224299065423,-0.027095564011721196,-0.25278810408921937,0.0014465280069584363,-0.23465337946252007,0.06551518768498743,-0.058011049726961916,0.17721518978112472,0.19310344804813317,0.11654122309009252,0.5,0.39344262295081966,2.0,0.0,0.08974308688315957,-0.04945054944946259,1.0,0.09099526076554243,0.03508771926500465,-0.036529680547945254,-0.06482358993869441,0.37180912342597916
48,ACU,2016-11-04,81.0,10Q,0.09090909090909094,-0.10526315789473673,0.04878048780487809,0.25,-0.16666666666666663,0.0,0.25,0.0,0.027318713360898084,0.07273452317249263,0.05308480602734522,0.0794182960274975,0.05559403413702679,0.14867602858316165,0.010468780319579207,0.16296822512297793,0.07476635514018692,0.11845624762648743,-0.09771640996282538,0.020540701101046555,0.07300327354891456,0.11231175018876471,-0.03314917127254979,0.0,0.0,0.1210817901285337,0.30000000000000004,-0.2622950819672131,-2.0,0.0,0.026175066858016294,-0.005494505406472339,0.0,0.0,0.03508771926500465,0.136986301369863,0.1944707698160837,0.013339531504152013
49,AE,2005-05-16,,10Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,AIR,2005-07-22,,10K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,AUXO,2012-04-10,,10K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,AUXO,2013-03-28,352.0,10K,0.044642857142857206,-0.04444444444444451,0.08670520231213885,0.31372549019607854,0.0847457627118644,0.0,0.3571428571428571,0.08510638297872342,-0.005009887221720133,0.034863420292179814,0.031810130171941786,0.04163203659121706,0.044258007603434235,0.024874581648197114,0.069961790686205,0.0025855327995705224,0.015267175873201033,0.019903564036935273,0.14785270161720465,0.015245894929352577,0.07596314637489243,-0.03217319906485838,0.14139693357768135,0.029610828934010014,0.12374961302444054,-0.014397560629663131,-0.26470588241282944,-0.11909251838326451,0.36332179935824516,0.0,0.12503024231297377,0.031034482756908455,0.0,0.013064951797637558,0.06250000013786772,-0.018470910582623956,-0.022969581404869155,-0.00017733860132485013
